DrugBank ID,Name,CAS Number,Drug Groups,ori_SMILES,SMILES
DB08068,N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-,,experimental,[H][C@@]1(F)C[C@]([H])(CC(=C1)C(=O)NC1=CC=C(Cl)C(COC2=CN=CC=C2)=C1)N1CCOCC1,O=C(Nc1ccc(Cl)c(COc2cccnc2)c1)C1=CC(F)CC(N2CCOCC2)C1
DB08069,"4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE",,experimental,CC1=CC=CC=C1C1=NNC(=S)N1N,Cc1ccccc1-c1n[nH]c(=S)n1N
DB08070,2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,,experimental,CC1=NNC=C1C1=CC=C(CCN)C=C1,Cc1n[nH]cc1-c1ccc(CCN)cc1
DB08071,"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine",,experimental,[H][C@](C)(C[C@@]([H])(C)C1=CC=CC=C1)C[C@]1([H])CCCCN1C,CC(CC(C)c1ccccc1)CC1CCCCN1C
DB08072,"4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE",,experimental,CC(C)OC1=CC(NC(=O)C2=CC(Cl)=C(OCCN)C(Cl)=C2)=CC=C1,CC(C)Oc1cccc(NC(=O)c2cc(Cl)c(OCCN)c(Cl)c2)c1
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,,experimental,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12
DB08074,3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine,,experimental,CC(C)=CCN1C=NC(N)=C2N=CN=C12,CC(C)=CCn1cnc(N)c2ncnc1-2
DB08075,"4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine",,experimental,NC1=NC(=CS1)C1=NC(N)=NC=C1,Nc1nccc(-c2csc(N)n2)n1
DB08076,"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",,experimental,CC1=NC(=CN1CC1=C(Cl)C=CC=C1Cl)C1=NC(N)=NC=C1,Cc1nc(-c2ccnc(N)n2)cn1Cc1c(Cl)cccc1Cl
DB08077,"2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID",,experimental,CC(C)(OC1=CC=C(NC(=O)NC2=CC(Cl)=CC(Cl)=C2)C=C1)C(O)=O,CC(C)(Oc1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1)C(=O)O
DB08078,{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,,experimental,CCCC1=C(OCCCOC2=CC=C(OCC(O)=O)C=C2)C=CC(C(C)=O)=C1O,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O
DB08079,AMG-208,1002304-34-8,investigational,COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
DB08080,Latrunculin B,76343-94-7,experimental,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/CC\C(C)=C/C(=O)O2)O1,CC1=CC(=O)OC2CC(CCC(C)C=CCC1)OC(O)(C1CSC(=O)N1)C2
DB08081,3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE,,experimental,[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCC,CCCCCC(=O)CC(=O)NC1CCOC1=O
DB08082,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,,experimental,OCCNC(=O)C1=CC=C(Cl)C=C1,O=C(NCCO)c1ccc(Cl)cc1
DB08083,"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",,experimental,NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1
DB08084,IDD594,,experimental,OC(=O)COC1=CC(F)=CC=C1C(=S)NCC1=CC=C(Br)C=C1F,O=C(O)COc1cc(F)ccc1C(=S)NCc1ccc(Br)cc1F
DB08085,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,,experimental,CCCCCCC1=CC=C(C=C1)C(=O)C=C,C=CC(=O)c1ccc(CCCCCC)cc1
DB08086,N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine,,experimental,[H][C@@](CC(C)C)(NC(=O)CCCCCCCCCCCN1C=CN=C1)C(O)=O,CC(C)CC(NC(=O)CCCCCCCCCCCn1ccnc1)C(=O)O
DB08087,"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",,experimental,[H][C@@]1(O)CCN2C(=O)N(C(=O)[C@]12[H])C1=CC=C(C#N)C2=CC=CC=C12,N#Cc1ccc(N2C(=O)C3C(O)CCN3C2=O)c2ccccc12
DB08088,"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile",,experimental,N#CC1=CC=C(\N=C2/O[C@@]([H])(C(F)(F)F)[C@]3([H])[C@](O)([H])CCN23)C(C)=C1Cl,Cc1c(N=C2OC(C(F)(F)F)C3C(O)CCN23)ccc(C#N)c1Cl
DB08089,LGD-2226,328947-93-9,experimental,FC(F)(F)CN(CC(F)(F)F)C1=CC2=C(NC(=O)C=C2C(F)(F)F)C=C1,O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1
DB08091,3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE,,experimental,FC1=CC(=CC(=C1)C(=O)NC1=CC=C2NC=C(CCC3=CC=NC=C3)C2=C1)N1CCOCC1,O=C(Nc1ccc2[nH]cc(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1
DB08092,3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide,,experimental,FC1=CC(=CC(=C1)C(=O)NC1=CC=C2NC=CC2=C1)N1CCOCC1,O=C(Nc1ccc2[nH]ccc2c1)c1cc(F)cc(N2CCOCC2)c1
DB08093,3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,,experimental,NC1=C(OCC2=CC=CC3=CC=CC=C23)C=CC=N1,Nc1ncccc1OCc1cccc2ccccc12
DB08094,RO-4584820,741713-40-6,investigational,COC1=CC=C(F)C(F)=C1C(=O)C1=CN=C(NC2CCN(CC2)S(C)(=O)=O)N=C1N,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
DB08095,"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",,experimental,[H][C@@](C)(NC1=NC=CC(=N1)N(C(=O)NC1=CC=CC=C1Cl)C1=CC=C(OC)C=C1)C(C)(C)O,COc1ccc(N(C(=O)Nc2ccccc2Cl)c2ccnc(NC(C)C(C)(C)O)n2)cc1
DB08096,"8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM",,experimental,CCN1C(NC2=CC=CC=C2Cl)=NC2=C1N=C(NC1=C(F)C=CC=C1F)N=C2,CCn1c(Nc2ccccc2Cl)nc2cnc(Nc3c(F)cccc3F)nc21
DB08097,"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",,experimental,CC(C)N1C(NC2=CC=CC=C2F)=NC2=CN=C(OC3=C(F)C=CC=C3F)N=C12,CC(C)n1c(Nc2ccccc2F)nc2cnc(Oc3c(F)cccc3F)nc21
DB08098,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",,experimental,OC(=O)CSC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,O=C(O)CSc1nnc(-c2ccc([N+](=O)[O-])o2)o1
DB08099,"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine",,experimental,[H][C@]1(CCC2=CC=C(C=C2N1CCCOC)C1=C(N)N=C(N)N=C1CC)C1=CC=CC=C1,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(c1ccccc1)CC2
DB08100,"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",,experimental,CC1=CC(\C=C\C2=CC=CC=C2)=CC(C)=C1O,Cc1cc(C=Cc2ccccc2)cc(C)c1O
DB08101,"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",,experimental,OC1=C(Br)C=C(\C=C\C2=CC=CC=C2)C=C1Br,Oc1c(Br)cc(C=Cc2ccccc2)cc1Br
DB08102,"3,5-dibromobiphenyl-4-ol",,experimental,OC1=C(Br)C=C(C=C1Br)C1=CC=CC=C1,Oc1c(Br)cc(-c2ccccc2)cc1Br
DB08103,"2,6-dibromo-4-phenoxyphenol",,experimental,OC1=C(Br)C=C(OC2=CC=CC=C2)C=C1Br,Oc1c(Br)cc(Oc2ccccc2)cc1Br
DB08104,"N-(3,5-dibromo-4-hydroxyphenyl)benzamide",,experimental,OC1=C(Br)C=C(NC(=O)C2=CC=CC=C2)C=C1Br,O=C(Nc1cc(Br)c(O)c(Br)c1)c1ccccc1
DB08105,N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid,,experimental,CCCCOC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@@H](CCC(O)=O)C(O)=O,CCCCOc1ccc2cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc2c1
DB08107,N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID,,experimental,[H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCCCCC)C=C2)C(O)=O,CCCCCOc1ccc2cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc2c1
DB08108,N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,,experimental,[H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCC1=CC=C(C=C1)C#N)C=C2)C(O)=O,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc3c2)cc1
DB08109,"(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",,experimental,[H][C@](CC)(C=O)[C@@]1([H])NC(C(O)=O)=C2[C@@]1([H])CCC[C@@]2([H])OCCCC,CCCCOC1CCCC2C1=C(C(=O)O)NC2C(C=O)CC
DB08110,"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",,experimental,[H][C@]1(NC(C(O)=O)=C2[C@]1([H])CCC[C@]2([H])OC)C(=C/C)\C=O,CC=C(C=O)C1NC(C(=O)O)=C2C(OC)CCCC21
DB08111,"4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl]phenol",,experimental,OC1=CC=C(CC2=NN=C3C=CC(=NN23)C2=CC=CC=C2)C=C1,Oc1ccc(Cc2nnc3ccc(-c4ccccc4)nn23)cc1
DB08112,N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,,experimental,[H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCC1=C(F)C=C(C=C1)C#N)C=C2)C(O)=O,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc3c2)c(F)c1
DB08113,3-pyridin-4-yl-1H-indazole,,experimental,N1N=C(C2=C1C=CC=C2)C1=CC=NC=C1,c1ccc2c(-c3ccncc3)n[nH]c2c1
DB08114,"5-benzyl-1,3-thiazol-2-amine",,experimental,NC1=NC=C(CC2=CC=CC=C2)S1,Nc1ncc(Cc2ccccc2)s1
DB08115,2-aminoethyl naphthalen-1-ylacetate,,experimental,NCCOC(=O)CC1=C2C=CC=CC2=CC=C1,NCCOC(=O)Cc1cccc2ccccc12
DB08116,"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine",,experimental,[H][C@](NC1=C(C=O)C=C2C=CC=CN12)(C(O)=O)[C@](C)(COC(=O)CC1=CC(O)=C(O)C=C1)[S@](O)=O,CC(COC(=O)Cc1ccc(O)c(O)c1)(C(Nc1c(C=O)cc2ccccn12)C(=O)O)S(=O)O
DB08118,"2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",,experimental,CNC1=C(C=C(SC2=NN=CN2C)C=C1)C(=O)NC1=NC(C)=CS1,CNc1ccc(Sc2nncn2C)cc1C(=O)Nc1nc(C)cs1
DB08119,"1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",,experimental,[H][C@@](CC(C)C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)C(F)(F)F,CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F
DB08120,"6,8-DIMERCAPTO-OCTANOIC ACID AMIDE",,experimental,[H][C@](S)(CCS)CCCCC(N)=O,NC(=O)CCCCC(S)CCS
DB08121,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,,experimental,[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,O=C(O)C(Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
DB08122,"N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide",,experimental,[H]\C(NC1=CC=C(C=C1)S(=O)(=O)NC)=C1\C(=O)NC2=CC=CC=C12,CNS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccccc32)cc1
DB08123,"N-methyl-{4-[2-(7-oxo-6,7-dihydro-8H-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide",,experimental,CNS(=O)(=O)CC1=CC=C(N\N=C2/C(=O)NC3=C2C2=C(C=C3)N=CS2)C=C1,CNS(=O)(=O)Cc1ccc(NN=C2C(=O)Nc3ccc4ncsc4c32)cc1
DB08124,"3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one",,experimental,O=C1NC2=CC=C(C=C2\C1=C\NC1=CC2=C(CS(=O)(=O)C2)C=C1)C1=CN=CO1,O=C1Nc2ccc(-c3cnco3)cc2C1=CNc1ccc2c(c1)CS(=O)(=O)C2
DB08125,"4-{[(2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}-N-(1,3-thiazol-2-yl)benzenesulfonamide",,experimental,O=C1NC2=CC=CC=C2\C1=C\NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,O=C1Nc2ccccc2C1=CNc1ccc(S(=O)(=O)Nc2nccs2)cc1
DB08126,"3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1H-indole",,experimental,NC(=N)NS(=O)(=O)C1=CC=C(N\C=C2/C(=O)NC3=C2C=CC=C3)C=C1,N=C(N)NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccccc32)cc1
DB08127,"1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene",,experimental,C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,CC=C(C)C=CC1=C(C)CCCC1(C)C
DB08128,"(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",,experimental,[H][C@]12CC[C@]([H])(C3=C(C=CC=C13)C(F)(F)F)[C@@]2([H])N,NC1C2CCC1c1c2cccc1C(F)(F)F
DB08129,(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,,experimental,[H][C@](O)(CN)C1=CC=CC(=C1)C(F)(F)F,NCC(O)c1cccc(C(F)(F)F)c1
DB08130,"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",,experimental,NCCNC1=NN=C(O1)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1,NCCNc1nnc(-c2ccc(F)c(F)c2Nc2ccc(I)cc2F)o1
DB08131,"2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID",,experimental,[H][C@](NC(=O)C1=CC=C(CCC2=CNC3=C2C(=O)NC(N)=N3)C=C1)(C(C)C)C(O)=O,CC(C)C(NC(=O)c1ccc(CCc2c[nH]c3nc(N)[nH]c(=O)c23)cc1)C(=O)O
DB08132,5-hydroxynaphthalene-1-sulfonamide,,experimental,NS(=O)(=O)C1=C2C=CC=C(O)C2=CC=C1,NS(=O)(=O)c1cccc2c(O)cccc12
DB08133,N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,,experimental,NS(=O)(=O)C1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3)C=C1,NS(=O)(=O)c1ccc(NC(=O)c2n[nH]c3ccccc23)cc1
DB08134,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,,experimental,NS(=O)(=O)C1=CC=C(NC2=NC(Cl)=CN=C2)C=C1,NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1
DB08135,N-phenyl-1H-pyrazole-3-carboxamide,,experimental,O=C(NC1=CC=CC=C1)C1=NNC=C1,O=C(Nc1ccccc1)c1cc[nH]n1
DB08136,4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,,experimental,CC(=O)NC1=CNN=C1C(=O)NC1=CC=C(F)C=C1,CC(=O)Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1
DB08137,(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide,,experimental,FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=CC=CC=C2)C=C1,O=C(Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1)c1ccccc1
DB08138,"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",,experimental,FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=C(F)C=CC=C2F)C=C1,O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
DB08139,"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",,experimental,CC(C)NC1=CC(Cl)=NC2=C(C=NN12)C#N,CC(C)Nc1cc(Cl)nc2c(C#N)cnn12
DB08140,"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",,experimental,[H][C@]1(N)CC[C@@]([H])(CC1)NC1=NC2=C(C=NN2C(NC(C)C)=C1)C#N,CC(C)Nc1cc(NC2CCC(N)CC2)nc2c(C#N)cnn12
DB08141,"4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide",,experimental,[H][C@@]1(CCCNC1)NC(=O)C1=NNC=C1NC(=O)C1=C(F)C=CC=C1F,O=C(NC1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
DB08142,AT-7519,844442-38-2,investigational,ClC1=CC=CC(Cl)=C1C(=O)NC1=CNN=C1C(=O)NC1CCNCC1,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
DB08143,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",,experimental,[H][C@]1(F)CN(CC(=O)NC2=CC=C(C=C2F)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1,O=C(CN1CC(F)C(NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F
DB08144,"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine",,experimental,NC1=NC2=NC(N)=C(C=C2C=N1)C1=C(Br)C=CC=C1Br,Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1
DB08145,"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",,experimental,COC1=CC=CC(OC)=C1C1=CC2=CN=C(N)N=C2N=C1N,COc1cccc(OC)c1-c1cc2cnc(N)nc2nc1N
DB08146,"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",,experimental,NC1=NC2=C(C=N1)C=C(C1=CC=CC=C1)C(=N2)N1CC=CC1,Nc1ncc2cc(-c3ccccc3)c(N3CC=CC3)nc2n1
DB08147,"4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid",,experimental,OC(=O)C(=O)CC(=O)C1=CC=CC(=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,O=C(O)C(=O)CC(=O)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1
DB08148,"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",,experimental,NCC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=C(Cl)C=C1,NCC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
DB08149,"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",,experimental,NCC1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1,NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
DB08150,"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",,experimental,[NH3+]C1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1,[NH3+]C1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
DB08151,"(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol",,experimental,[H][C@]1(CO)O[C@@]2(CC(=NO2)C2=CC=CC=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,OCC1OC2(CC(c3ccccc3)=NO2)C(O)C(O)C1O
DB08152,{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,,experimental,[H][C@@]1(COC(=O)CC2=CC(Cl)=CC=C2)CCCN1C(=O)CNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCC(=O)N1CCCC1COC(=O)Cc1cccc(Cl)c1
DB08153,"(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE",,experimental,OC1=CC(O)=C2C(CC(=O)CCCCC\C=C\CCOC2=O)=C1Cl,O=C1CCCCCC=CCCOC(=O)c2c(O)cc(O)c(Cl)c2C1
DB08154,3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile,,experimental,ClC1=CC(=CC(OC2=C(Cl)C=CC(OCC3=NNC4=C3C=CC=C4)=C2)=C1)C#N,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4ccccc34)ccc2Cl)c1
DB08155,N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE,,experimental,CC(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O,CC(=O)NCCc1ccc(S(N)(=O)=O)cc1
DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,,experimental,NS(=O)(=O)C1=CC=C(CCC(O)=O)C=C1,NS(=O)(=O)c1ccc(CCC(=O)O)cc1
DB08157,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,,experimental,CCOC(=O)CCC1=CC=C(C=C1)S(N)(=O)=O,CCOC(=O)CCc1ccc(S(N)(=O)=O)cc1
DB08159,"4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE",,experimental,OC(=O)CCCN1C2=C(C(=O)C3=CC=CC=C23)C2=CC=CC=C2C1=O,O=C(O)CCCn1c2c(c3ccccc3c1=O)C(=O)c1ccccc1-2
DB08160,"(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL",,experimental,[H][C@](N)(CCSC)C(O)(O)C1=NC=CS1,CSCCC(N)C(O)(O)c1nccs1
DB08161,(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID,,experimental,[H][C@](CS)(CCCC1=CC=CC=C1)C(O)=O,O=C(O)C(CS)CCCc1ccccc1
DB08162,Fasudil,103745-39-7,investigational,O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
DB08163,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,,experimental,[H][C@]1(CN(C)CCCCON)O[C@@]([H])(N2C(C=C)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,C=Cc1nc2c(N)ncnc2n1C1OC(CN(C)CCCCON)C(O)C1O
DB08164,"(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE",,experimental,[H][C@]1(N)CN(CC[C@]1([H])C1=CC(F)=C(F)C=C1F)C1=NC=NC(=C1)C1=CC=CC(=C1)S(C)(=O)=O,CS(=O)(=O)c1cccc(-c2cc(N3CCC(c4cc(F)c(F)cc4F)C(N)C3)ncn2)c1
